County,New Probable 2020-11-01,New Probable 2020-11-02,New Probable 2020-11-03,New Probable 2020-11-04,New Probable 2020-11-05,New Probable 2020-11-06,New Probable 2020-11-07,New Probable 2020-11-08,New Probable 2020-11-09,New Probable 2020-11-10,New Probable 2020-11-11,New Probable 2020-11-12,New Probable 2020-11-13,New Probable 2020-11-14,New Probable 2020-11-15,New Probable 2020-11-16,New Probable 2020-11-17,New Probable 2020-11-18,New Probable 2020-11-19,New Probable 2020-11-20,New Probable 2020-11-21,New Probable 2020-11-22,New Probable 2020-11-23,New Probable 2020-11-24,New Probable 2020-11-25,New Probable 2020-11-26,New Probable 2020-11-27,New Probable 2020-11-28,New Probable 2020-11-29,New Probable 2020-11-30,New Probable 2020-12-01,New Probable 2020-12-02,New Probable 2020-12-03,New Probable 2020-12-04,New Probable 2020-12-05,New Probable 2020-12-06,New Probable 2020-12-07,New Probable 2020-12-08,New Probable 2020-12-09,New Probable 2020-12-10,New Probable 2020-12-11,New Probable 2020-12-12,New Probable 2020-12-13,New Probable 2020-12-14,New Probable 2020-12-15,New Probable 2020-12-16,New Probable 2020-12-17,New Probable 2020-12-18,New Probable 2020-12-19,New Probable 2020-12-20,New Probable 2020-12-21,New Probable 2020-12-22,New Probable 2020-12-23,New Probable 2020-12-24,New Probable 2020-12-25,New Probable 2020-12-26,New Probable 2020-12-27,New Probable 2020-12-28,New Probable 2020-12-29,New Probable 2020-12-30,New Probable 2020-12-31,New Probable 2021-01-01,New Probable 2021-01-02,New Probable 2021-01-03,New Probable 2021-01-04,New Probable 2021-01-05,New Probable 2021-01-06,New Probable 2021-01-07,New Probable 2021-01-08,New Probable 2021-01-09,New Probable 2021-01-10,New Probable 2021-01-11,New Probable 2021-01-12,New Probable 2021-01-13,New Probable 2021-01-14,New Probable 2021-01-15,New Probable 2021-01-16,New Probable 2021-01-17,New Probable 2021-01-18,New Probable 2021-01-19,New Probable 2021-01-20,New Probable 2021-01-21,New Probable 2021-01-22,New Probable 2021-01-23,New Probable 2021-01-24,New Probable 2021-01-25,New Probable 2021-01-26,New Probable 2021-01-27,New Probable 2021-01-28,New Probable 2021-01-29,New Probable 2021-01-30,New Probable 2021-01-31,New Probable 2021-02-01,New Probable 2021-02-02,New Probable 2021-02-03,New Probable 2021-02-04,New Probable 2021-02-05,New Probable 2021-02-06,New Probable 2021-02-07,New Probable 2021-02-08,New Probable 2021-02-09,New Probable 2021-02-10,New Probable 2021-02-11,New Probable 2021-02-12,New Probable 2021-02-13,New Probable 2021-02-14,New Probable 2021-02-15,New Probable 2021-02-16,New Probable 2021-02-17,New Probable 2021-02-18,New Probable 2021-02-19,New Probable 2021-02-20,New Probable 2021-02-21,New Probable 2021-02-22,New Probable 2021-02-23,New Probable 2021-02-24,New Probable 2021-02-25,New Probable 2021-02-26,New Probable 2021-02-27,New Probable 2021-02-28,New Probable 2021-03-01,New Probable 2021-03-02,New Probable 2021-03-03,New Probable 2021-03-04,New Probable 2021-03-05,New Probable 2021-03-06,New Probable 2021-03-07,New Probable 2021-03-08,New Probable 2021-03-09,New Probable 2021-03-10,New Probable 2021-03-11,New Probable 2021-03-12,New Probable 2021-03-13,New Probable 2021-03-14,New Probable 2021-03-15,New Probable 2021-03-16,New Probable 2021-03-17,New Probable 2021-03-18,New Probable 2021-03-19,New Probable 2021-03-20,New Probable 2021-03-21,New Probable 2021-03-22,New Probable 2021-03-23,New Probable 2021-03-24,New Probable 2021-03-25,New Probable 2021-03-26,New Probable 2021-03-27,New Probable 2021-03-28,New Probable 2021-03-29,New Probable 2021-03-30,New Probable 2021-03-31,New Probable 2021-04-01,New Probable 2021-04-02,New Probable 2021-04-03,New Probable 2021-04-04,New Probable 2021-04-05,New Probable 2021-04-06,New Probable 2021-04-07,New Probable 2021-04-08,New Probable 2021-04-09,New Probable 2021-04-10,New Probable 2021-04-11,New Probable 2021-04-12,New Probable 2021-04-13,New Probable 2021-04-14,New Probable 2021-04-15,New Probable 2021-04-16,New Probable 2021-04-17,New Probable 2021-04-18,New Probable 2021-04-19,New Probable 2021-04-20,New Probable 2021-04-21,New Probable 2021-04-22,New Probable 2021-04-23,New Probable 2021-04-24,New Probable 2021-04-25,New Probable 2021-04-26,New Probable 2021-04-27,New Probable 2021-04-28,New Probable 2021-04-29,New Probable 2021-04-30,New Probable 2021-05-01,New Probable 2021-05-02,New Probable 2021-05-03,New Probable 2021-05-04,New Probable 2021-05-05,New Probable 2021-05-06,New Probable 2021-05-07,New Probable 2021-05-08,New Probable 2021-05-09,New Probable 2021-05-10,New Probable 2021-05-11,New Probable 2021-05-12,New Probable 2021-05-13,New Probable 2021-05-14,New Probable 2021-05-15,New Probable 2021-05-16,New Probable 2021-05-17,New Probable 2021-05-18,New Probable 2021-05-19,New Probable 2021-05-20,New Probable 2021-05-21,New Probable 2021-05-22,New Probable 2021-05-23,New Probable 2021-05-24,New Probable 2021-05-25,New Probable 2021-05-26,New Probable 2021-05-27,New Probable 2021-05-28,New Probable 2021-05-29,New Probable 2021-05-30,New Probable 2021-05-31,New Probable 2021-06-01,New Probable 2021-06-02,New Probable 2021-06-03,New Probable 2021-06-04,New Probable 2021-06-05,New Probable 2021-06-06,New Probable 2021-06-07,New Probable 2021-06-08,New Probable 2021-06-09,New Probable 2021-06-10,New Probable 2021-06-11,New Probable 2021-06-12,New Probable 2021-06-13,New Probable 2021-06-14,New Probable 2021-06-15,New Probable 2021-06-16,New Probable 2021-06-17,New Probable 2021-06-18,New Probable 2021-06-19,New Probable 2021-06-20,New Probable 2021-06-21,New Probable 2021-06-22,New Probable 2021-06-23,New Probable 2021-06-24,New Probable 2021-06-25,New Probable 2021-06-26,New Probable 2021-06-27,New Probable 2021-06-28,New Probable 2021-06-29,New Probable 2021-06-30,New Probable 2021-07-01,New Probable 2021-07-02,New Probable 2021-07-03,New Probable 2021-07-04,New Probable 2021-07-05,New Probable 2021-07-06,New Probable 2021-07-07,New Probable 2021-07-08,New Probable 2021-07-09,New Probable 2021-07-10,New Probable 2021-07-11,New Probable 2021-07-12,New Probable 2021-07-13,New Probable 2021-07-14,New Probable 2021-07-15,New Probable 2021-07-16,New Probable 2021-07-17,New Probable 2021-07-18,New Probable 2021-07-19,New Probable 2021-07-20,New Probable 2021-07-21,New Probable 2021-07-22,New Probable 2021-07-23,New Probable 2021-07-24,New Probable 2021-07-25,New Probable 2021-07-26,New Probable 2021-07-27,New Probable 2021-07-28,New Probable 2021-07-29,New Probable 2021-07-30,New Probable 2021-07-31,New Probable 2021-08-01,New Probable 2021-08-02,New Probable 2021-08-03,New Probable 2021-08-04,New Probable 2021-08-05,New Probable 2021-08-06,New Probable 2021-08-07,New Probable 2021-08-08,New Probable 2021-08-09,New Probable 2021-08-10
Gaines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galveston,0,0,0,8,2,0,5,9,0,0,25,0,0,30,21,0,0,0,31,0,0,0,0,0,0,41,0,0,0,0,0,0,0,26,36,0,0,22,0,19,0,46,0,0,0,0,23,0,0,68,0,15,279,204,0,0,287,0,0,0,101,0,0,36,0,0,0,32,0,0,0,0,0,0,63,1105,34,21,0,0,156,0,149,96,33,0,91,0,67,151,74,-3,0,66,136,35,108,45,2,0,1,42,66,42,46,-31,0,0,0,0,58,0,0,0,0,48,36,41,53,27,0,4,79,23,0,59,23,0,11,25,17,13,10,27,0,25,16,7,38,9,10,0,13,44,8,23,24,15,0,9,39,4,10,0,10,0,10,43,8,23,6,7,0,14,14,6,13,6,0,0,9,39,21,12,8,19,0,5,36,21,16,10,17,0,13,16,22,14,6,1,0,12,16,20,8,7,6,0,15,7,24,17,10,7,0,28,10,11,4,5,0,2,0,14,3,2,0,4,0,2,3,0,10,2,8,0,0,25,4,11,0,0,0,4,10,2,3,6,0,0,15,4,0,10,11,0,0,0,30,14,7,17,0,0,25,3,17,14,33,0,0,15,25,30,8,21,0,0,36,74,93,10,54,0,106,17,70,39,74,56,54,0,48
Garza,0,0,2,0,-1,0,6,0,0,0,0,0,4,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,3,0,0,2,1,1,2,-1,0,0,1,1,0,0,0,0,0,1,6,3,1,0,0,0,0,1,1,5,0,0,0,3,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,11,1,0,8,0,0,0,4,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,1,4,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-2,0,1,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,3,0,3,0,0,-1
Gillespie,0,0,2,7,8,3,9,0,0,17,6,0,15,17,0,0,6,8,0,2,2,0,0,8,13,3,0,0,0,0,12,4,5,11,17,0,0,11,7,4,4,4,0,0,10,15,13,4,6,0,0,1,9,0,14,0,0,0,12,5,21,2,0,0,0,11,24,8,7,23,0,0,3,15,3,6,10,0,0,0,16,29,9,9,0,0,1,14,5,8,26,0,0,5,5,23,6,6,0,0,4,12,2,7,1,0,0,0,0,0,0,0,0,0,7,12,3,7,0,3,0,4,3,1,0,2,0,0,4,1,4,1,-1,0,0,1,7,0,0,0,-1,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0,1,4,2,0,0,0,0,-1,0,1,0,1,0,0,0,4,0,0,0,0,0,0,1,2,0,1,0,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,2,0,1,0,0,0,1,2,2,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,4,0,1,0,0,0,-2,3,14,23,1,0,0,2,0,5,5,1,0,0,2,5,6,1,0,0,0,8
Glasscock,0,0,1,1,2,2,0,0,0,0,2,2,2,-1,0,0,1,6,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-1,1,0,0,0,2,0,0,-1,3,0,1,-1,2,-2,1,0,0,2,0,0,28,-27,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,9,0,0,1,1,1,0,0,-7,5,1,1,0,0,0,-2,0,0,-1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goliad,0,5,-2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,4,0,5,4,0,0,0,0,0,0,11,0,0,0
Gonzales,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,-1,0,0,1,0,0,2,0,0,0,0,0,0,6,0,1,5,2,0,0,1,2,0,2,2,0,0,1,5,1,-1,6,0,0,5,2,0,1,0,0,0,1,-1,4,2,0,0,0,0,2,2,1,0,0,5,3,5,0,0,3,0,0,0,18,14,4,6,0,0,0,4,5,3,20,0,0,1,0,6,6,2,0,0,0,2,3,-1,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,-1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,2,0,1,1,0,0,3,0,0,0,1,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,2,0,0,0,0,0,0,1,3,1,1,0,0,0,1,7,2,16,2,0,0,3,2,3,2,0,0,0,0,2,5,3,0,0,0,5
Gray,0,0,6,1,0,0,1,0,0,0,0,0,5,0,0,0,1,2,2,8,3,0,0,11,3,6,0,7,0,0,11,8,7,6,9,0,0,5,2,1,2,0,0,0,1,2,1,5,1,0,0,3,8,0,0,0,0,0,1,7,5,4,0,0,0,4,2,0,1,4,0,0,5,3,3,1,1,0,0,21,7,0,8,2,0,0,2,8,1,0,3,0,0,0,1,1,0,1,0,0,-1,0,1,0,1,0,0,0,0,0,0,4,0,0,4,0,0,0,1,0,0,0,1,-1,-1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,-1,1,0,0,0,0,0,2,0,0,0,0,2,-1,0,0,0,0,0,0,0,18,0,0,0,-1,0,0,0,0,0,0,3,0,-1,0,1,0,0,0,-2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,0,-3,3,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,5,0,0,0,0,0,-1,0,0,0,0,0,1
Grayson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gregg,0,0,17,0,56,52,0,56,0,41,54,26,32,0,33,0,75,84,42,56,29,0,0,26,77,38,0,0,0,0,80,70,51,60,26,0,0,66,60,37,36,20,0,0,47,53,40,6,32,0,0,68,56,5,0,0,0,0,103,16,43,61,0,0,0,122,14,60,0,76,0,0,0,233,0,230,0,63,0,0,208,50,0,117,19,0,0,120,32,126,0,78,0,0,57,0,59,0,0,69,65,0,0,76,0,42,0,0,36,0,19,0,2,0,0,22,0,18,8,0,0,0,9,0,10,0,0,0,9,3,0,14,0,6,0,1,0,0,12,0,0,0,5,4,0,12,0,0,0,0,10,0,9,0,0,0,12,0,0,0,12,0,0,14,0,0,21,0,0,0,0,9,0,15,0,0,0,0,10,0,23,0,0,0,0,7,0,23,0,0,0,15,0,0,7,0,0,0,19,0,0,12,0,0,0,21,0,0,8,0,0,0,0,0,5,16,0,0,0,0,3,0,8,0,0,0,6,0,0,9,0,0,0,9,0,0,0,12,0,0,14,0,0,0,17,0,0,0,0,10,27,0,0,0,12,0,0,35,0,0,0,56,0,0,49,0,0,0,0,29,0,113,0,0,0,60,0,0,101,0,0,0,0
Grimes,0,0,2,0,0,4,0,0,0,1,0,2,1,1,0,0,1,0,2,5,2,1,2,2,5,0,4,0,0,1,0,0,2,6,5,1,0,0,0,2,5,2,0,0,5,2,2,6,4,3,0,2,5,1,0,0,0,0,5,3,0,0,0,0,0,1,0,9,4,9,0,0,0,7,8,5,0,0,7,2,4,1,0,0,2,0,1,1,6,7,1,0,13,0,3,4,5,1,0,2,0,0,2,1,3,0,0,3,2,0,0,0,0,0,0,7,1,-1,-1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,2,0,2,0,0,0,3,4,1,1,3,0,1,0,3,1,3,1,0,2,0,0,2,-1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,-1,-2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0,0,0,1,3,1,0,1,1,0,5,1,3,4,0,3,0,1,0
Guadalupe,0,0,0,3,16,32,18,0,3,17,5,0,17,11,0,0,10,18,16,7,5,0,0,22,11,2,0,0,0,4,23,14,19,22,6,0,0,38,38,10,9,22,0,0,30,28,18,17,20,0,0,21,32,0,24,0,0,0,17,29,42,27,0,0,0,19,41,27,29,14,0,6,14,35,12,7,19,0,0,0,55,43,38,22,0,0,16,33,28,33,102,0,0,20,31,41,36,18,0,0,31,28,5,20,24,0,0,0,0,0,1,0,0,0,35,8,17,1,0,3,0,11,14,4,2,5,0,0,4,5,16,3,3,0,0,5,3,8,-1,5,0,0,6,4,5,4,0,0,0,5,6,0,6,0,0,0,6,6,8,1,1,0,0,3,4,13,13,12,0,0,7,18,9,-5,7,0,0,18,1,11,7,3,0,32,0,0,21,15,-2,0,0,14,6,13,21,8,0,0,6,10,4,5,-3,0,0,12,0,4,2,0,0,0,0,25,10,7,15,0,1,7,13,14,0,12,0,0,14,6,-1,19,2,0,1,0,0,8,10,8,0,0,15,6,6,14,0,0,1,16,4,3,5,2,0,6,8,11,10,10,6,0,0,12,30,22,72,2,0,2,28,17,22,13,1,0,0,21,51,16,28,3,0,5,34
Hale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hall,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,1,1,0,0,4,0,2,0,1,0,0,0,0,1,0,2,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,0,0,0,0,13,2,2,4,7,0,0,4,-13,-1,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-3,0,-2,0,0,0,0,0,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamilton,0,0,0,1,0,0,0,0,0,0,1,1,-1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1
Hansford,0,0,9,0,1,0,12,0,0,0,0,0,15,0,0,0,1,4,0,0,0,0,0,17,2,13,0,2,0,0,0,7,15,11,7,0,0,7,9,0,10,3,0,0,1,2,8,12,7,0,0,1,27,1,0,0,0,0,0,17,4,16,0,0,0,9,4,8,2,0,0,0,0,-2,4,-1,5,0,0,1,0,-1,5,0,0,0,10,7,4,0,8,0,0,2,5,4,0,0,0,0,1,1,8,2,0,0,0,0,0,0,0,13,0,0,0,0,-2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,-1,-1,0,0,0,0,0,1,1,0,0,0,0,-4,2,1,0,0,0,0,1,-1,0,6,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,-1,-1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,-1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0
Hardeman,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hardin,11,0,-5,10,0,32,55,0,0,-38,17,0,9,17,0,0,10,18,30,17,14,0,0,6,-1,34,0,0,0,0,59,0,0,0,0,0,0,93,17,27,58,20,0,0,5,43,28,33,58,0,0,80,68,1,0,0,0,0,0,141,-1,6,0,0,0,20,103,0,107,38,0,0,0,51,55,0,37,0,0,0,37,0,22,37,0,0,22,0,0,135,9,0,0,0,51,0,0,0,0,0,102,28,0,0,27,0,0,0,33,0,0,11,0,0,0,18,0,57,0,0,0,0,0,29,0,0,0,0,0,41,0,0,0,0,0,0,9,0,151,18,0,0,18,12,15,17,5,0,0,6,11,6,6,10,0,0,-33,17,13,10,64,0,0,0,29,7,10,5,0,0,3,17,2,3,4,0,0,5,11,0,6,5,0,0,5,9,6,8,9,0,0,6,18,14,10,7,0,0,10,6,5,2,1,0,0,1,4,3,1,2,0,0,0,5,4,5,0,0,0,0,9,2,3,1,0,0,4,3,3,2,5,0,0,5,4,2,-1,2,0,0,0,30,2,2,5,0,0,0,2,12,8,3,0,0,14,26,10,16,6,0,0,0,45,0,47,34,0,0,17,59,24,59,27,0,0,28,9,70,44,27,0,0,38
